"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2010","2010",76.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2011","2011",74.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2012","2012",79,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2013","2013",77.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2014","2014",75.8,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2015","2015",77.6,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2016","2016",79.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2017","2017",78.2,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2018","2018",78,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2019","2019",77.8,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2020","2020",78.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2021","2021",76.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2022","2022",76.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2010","2010",78.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2011","2011",75.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2012","2012",80,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2013","2013",81.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2014","2014",79.6,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2015","2015",81.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2016","2016",81.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2017","2017",79.9,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2018","2018",82.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2019","2019",81.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2020","2020",81,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2021","2021",78.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2022","2022",79,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2010","2010",78,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2011","2011",76.5,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2012","2012",74.4,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2013","2013",71.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2014","2014",69.5,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2015","2015",68.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2016","2016",69.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2017","2017",68.5,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2018","2018",68.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2019","2019",70.4,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2020","2020",69.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2021","2021",66.2,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2022","2022",64.8,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2010","2010",69.7,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2011","2011",65.6,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2012","2012",68.3,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2013","2013",64.8,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2014","2014",69.8,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2015","2015",73.3,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",71.9,"D","Difference in methodology"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",63,"B","Break"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",64.7,"B","Break"
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",60.1,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2020","2020",60.5,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2021","2021",55.6,"B","Break"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2010","2010",46.3,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2011","2011",47.3,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2012","2012",47.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2013","2013",45,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2014","2014",46.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2015","2015",50.8,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2016","2016",47.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2017","2017",47.6,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2018","2018",47.6,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2019","2019",47.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2020","2020",51.8,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2021","2021",48.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","FIN","Finland","2022","2022",42.5,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2010","2010",63.6,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2011","2011",60.5,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2012","2012",61.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2013","2013",60.7,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2014","2014",61,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2015","2015",60.8,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",59.6,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",61,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",61.1,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",60.9,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2020","2020",62.1,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2021","2021",66.7,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2022","2022",67,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2010","2010",82.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2011","2011",78.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2012","2012",78.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2013","2013",77.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2014","2014",79.1,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2015","2015",78.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",78.6,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",77.6,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",74.4,,
